Token,Round,Ataque,Resposta,Resultado
-MC4LI5He_CEaqW4XBK7,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F1%2F17741.aac?alt=media&token=2cb95475-4faf-4f3a-90ab-02c2b6c84105,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F1%2F16874.aac?alt=media&token=dbe13320-25a4-48e9-adfb-bbb2f30ab603,resposta
-MC4LI5He_CEaqW4XBK7,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F2%2F16874.aac?alt=media&token=7c4c223c-1c75-4940-8312-49732c9dc6e3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F2%2F17741.aac?alt=media&token=f59e1ee9-5708-4dc5-a030-e075b9903f5a,resposta
-MC4LI5He_CEaqW4XBK7,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F3%2F16874.aac?alt=media&token=9886e758-5e95-4df1-a172-a0022b9b750e,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F3%2F17741.aac?alt=media&token=c251760d-0fc0-42d2-9cfe-834595ce4c00,resposta
-MC4LOOKioa3Tvi0tI7X,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F1%2F17511.aac?alt=media&token=87eb5cc9-b48d-4abe-b66e-f7ecbfbd65e0,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F1%2F13445.aac?alt=media&token=f4bb875d-fb01-445a-b6e1-c206f777b0b7,ataque
-MC4LOOKioa3Tvi0tI7X,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F2%2F13445.aac?alt=media&token=c16f8727-44bb-4c0e-9576-0e1cd4542187,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F2%2F17511.aac?alt=media&token=0200bc03-4c88-46fd-aeb5-1f045d2cbe52,resposta
-MC4LPL5KNcYRF-Qtlt-,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F1%2F4695.aac?alt=media&token=423e2e9f-9351-4a5e-b9ab-05dc767235a8,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F1%2F16293.aac?alt=media&token=1afd757c-a563-48e6-8823-07864bd07dc7,ataque
-MC4LPL5KNcYRF-Qtlt-,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F2%2F16293.aac?alt=media&token=018bce45-e84f-4837-b580-bc4215550288,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F2%2F4695.aac?alt=media&token=6c96ac2a-2116-47b2-9fbc-05a0fd039dbf,ataque
-MC4LPL5KNcYRF-Qtlt-,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F3%2F4695.aac?alt=media&token=173c10e6-8439-4250-9afd-d93998f73e27,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F3%2F16293.aac?alt=media&token=272083bd-270a-4f95-9760-ba72ffec9125,ataque
-MC4LY_DqQRsnDS5WwjK,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LY_DqQRsnDS5WwjK%2F1%2F9602.aac?alt=media&token=ef16b498-16b3-4258-bdc5-d9f6cc9cd999,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LY_DqQRsnDS5WwjK%2F1%2F12402.aac?alt=media&token=535f11fe-a9b8-4da9-acec-9749352c8d5a,resposta
-MC4LY_DqQRsnDS5WwjK,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LY_DqQRsnDS5WwjK%2F2%2F12402.aac?alt=media&token=0f5c0fb3-1040-434a-b0e8-ac873f3d6ee7,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LY_DqQRsnDS5WwjK%2F2%2F9602.aac?alt=media&token=0d5069e5-c636-418c-b22c-f522020e1f0b,ataque
-MC4LdcGoV8pyO2mIwrk,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LdcGoV8pyO2mIwrk%2F1%2F14170.aac?alt=media&token=87532835-cfad-4d09-903e-2eada373ff48,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LdcGoV8pyO2mIwrk%2F1%2F9848.aac?alt=media&token=aad6a761-fbf2-4901-b21f-fdb936b4ef23,ataque
-MC4LdhMO9PqgNB1-hq1,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LdhMO9PqgNB1-hq1%2F1%2F17200.aac?alt=media&token=1064d7d2-0221-43e4-b69b-772ed7e6c5b8,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LdhMO9PqgNB1-hq1%2F1%2F14726.aac?alt=media&token=5382f7b1-d0e5-4dab-a226-9cadbf23c0bf,resposta
-MC4LdhMO9PqgNB1-hq1,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LdhMO9PqgNB1-hq1%2F2%2F14726.aac?alt=media&token=aedda511-5ac3-47f8-a4d8-f8598564a31d,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LdhMO9PqgNB1-hq1%2F2%2F17200.aac?alt=media&token=5d135c25-f1d1-4c53-a0b3-12559e14b864,ataque
-MC4LwH4nHj0FDSGGrUS,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LwH4nHj0FDSGGrUS%2F1%2F17559.aac?alt=media&token=f6b394db-4c98-4eac-8fd5-8f0b6b5b41fc,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LwH4nHj0FDSGGrUS%2F1%2F11171.aac?alt=media&token=f42a8fd3-7eff-4702-9a6e-2704cc819e1f,resposta
-MC4LwH4nHj0FDSGGrUS,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LwH4nHj0FDSGGrUS%2F2%2F11171.aac?alt=media&token=b0b3ebaa-f1bb-4453-8913-a9d8cb4c4fa8,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LwH4nHj0FDSGGrUS%2F2%2F17559.aac?alt=media&token=863b4a2d-94f9-43e2-8bad-a9c174a0aa1a,ataque
-MC4M37Le5W6qsfsYwm1,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4M37Le5W6qsfsYwm1%2F1%2F10239.aac?alt=media&token=49a3e171-31ec-45eb-bd56-7983d46d8f54,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4M37Le5W6qsfsYwm1%2F1%2F15238.aac?alt=media&token=36ff52c1-3e93-412c-8e77-3353774d654b,resposta
-MC4M37Le5W6qsfsYwm1,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4M37Le5W6qsfsYwm1%2F2%2F15238.aac?alt=media&token=f2b2a8ad-1d87-4940-a487-83f3949a33f1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4M37Le5W6qsfsYwm1%2F2%2F10239.aac?alt=media&token=e8fe2fbc-a2a2-4687-98f6-a805f103ce48,ataque
-MC4MBMjIl0HigBQ9sHF,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MBMjIl0HigBQ9sHF%2F1%2F9302.aac?alt=media&token=0cfa8c9d-d98d-44f8-ab1c-70f2998944a3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MBMjIl0HigBQ9sHF%2F1%2F8906.aac?alt=media&token=2f6f8759-e7ff-4c5f-981f-52dcda8789c4,resposta
-MC4MBMjIl0HigBQ9sHF,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MBMjIl0HigBQ9sHF%2F2%2F8906.aac?alt=media&token=143a09cf-ffbc-4518-a75f-f0d6e848c5fb,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MBMjIl0HigBQ9sHF%2F2%2F9302.aac?alt=media&token=943f7738-5bed-462d-8f4b-593bee148278,ataque
-MC4ML9pfp_K_6bRCtmx,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ML9pfp_K_6bRCtmx%2F1%2F17185.aac?alt=media&token=5337c519-8f88-4eb5-9c1f-0b9d757febea,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ML9pfp_K_6bRCtmx%2F1%2F17667.aac?alt=media&token=fbe921a4-34ae-4de0-a121-737f77f73a45,resposta
-MC4ML9pfp_K_6bRCtmx,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ML9pfp_K_6bRCtmx%2F2%2F17667.aac?alt=media&token=204a03f7-ec45-4afa-9f39-07e8127e088a,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ML9pfp_K_6bRCtmx%2F2%2F17185.aac?alt=media&token=89eaba3b-bddd-4653-98e6-f98bf1bb6506,resposta
-MC4ML9pfp_K_6bRCtmx,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ML9pfp_K_6bRCtmx%2F3%2F17185.aac?alt=media&token=53aa9454-73ad-48c5-abcd-b1183ff16d47,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4ML9pfp_K_6bRCtmx%2F3%2F17667.aac?alt=media&token=e0326527-db2e-4f38-bb6b-f672de3f77e2,resposta
-MC4MNlTrVHmRl8SgIS9,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MNlTrVHmRl8SgIS9%2F1%2F11174.aac?alt=media&token=6d771eed-4696-42fa-8046-98606c1e353a,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MNlTrVHmRl8SgIS9%2F1%2F2067.aac?alt=media&token=6eff75c7-f069-45e3-9399-f52b6eca3c69,resposta
-MC4MNlTrVHmRl8SgIS9,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MNlTrVHmRl8SgIS9%2F2%2F2067.aac?alt=media&token=b026ade7-3f31-4f3a-9260-6f3470b5105d,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MNlTrVHmRl8SgIS9%2F2%2F11174.aac?alt=media&token=2131f475-cbf9-435c-95c5-5140d542586d,ataque
-MC4MVbbqJ-ha0XiEYmk,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MVbbqJ-ha0XiEYmk%2F1%2F17457.aac?alt=media&token=62da344d-ad2d-4dd3-a900-752395d3217c,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MVbbqJ-ha0XiEYmk%2F1%2F9766.aac?alt=media&token=e419d471-d666-4bde-b72e-9e31bca2508b,ataque
-MC4MVbbqJ-ha0XiEYmk,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MVbbqJ-ha0XiEYmk%2F2%2F9766.aac?alt=media&token=bb42c4b4-8fe9-4221-bdd0-9189fc1a6dfc,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MVbbqJ-ha0XiEYmk%2F2%2F17457.aac?alt=media&token=84b6b07d-4146-4997-ae10-a86bf13297e0,resposta
-MC4MzaD1hQMGyvZ1Ym5,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MzaD1hQMGyvZ1Ym5%2F1%2F13445.aac?alt=media&token=7910a4a7-de16-4e92-85a3-8752c68e9294,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4MzaD1hQMGyvZ1Ym5%2F1%2F17117.aac?alt=media&token=d1321f99-93e4-4662-a7cb-26259fcf702c,ataque
-MC4NB8S4UQ-YQzJdTpH,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NB8S4UQ-YQzJdTpH%2F1%2F14170.aac?alt=media&token=5be500e7-eb17-40b4-bb74-6938505fce9f,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NB8S4UQ-YQzJdTpH%2F1%2F17596.aac?alt=media&token=98480040-2c9c-4c09-b2c7-2ff5cd2ce09b,resposta
-MC4NB8S4UQ-YQzJdTpH,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NB8S4UQ-YQzJdTpH%2F2%2F17596.aac?alt=media&token=e7fef528-c8c2-4cc1-b683-bee643c9aaf1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NB8S4UQ-YQzJdTpH%2F2%2F14170.aac?alt=media&token=75d8b2ab-5ec0-4af4-a313-51cb532f14ea,ataque
-MC4NJJ5mLy9efV9W_M-,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NJJ5mLy9efV9W_M-%2F1%2F11381.aac?alt=media&token=f60556d3-6f9c-4dbb-b92f-57a73048c144,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NJJ5mLy9efV9W_M-%2F1%2F17507.aac?alt=media&token=b1ebd5ed-9eb5-4f41-ba0c-cee00056ce78,resposta
-MC4NJJ5mLy9efV9W_M-,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NJJ5mLy9efV9W_M-%2F2%2F17507.aac?alt=media&token=5120ed00-ee90-45de-88b7-5bffd98bd750,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NJJ5mLy9efV9W_M-%2F2%2F11381.aac?alt=media&token=c90e3d22-368e-4f7f-9a4b-1ff43c6fcf73,resposta
-MC4NJJ5mLy9efV9W_M-,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NJJ5mLy9efV9W_M-%2F3%2F17507.aac?alt=media&token=444e5b73-49f8-4d2e-9a13-4869406c0b9b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NJJ5mLy9efV9W_M-%2F3%2F11381.aac?alt=media&token=0cc03096-f59f-4ba0-aaa0-2e98146712b4,resposta
-MC4NR0K7aQWKPtEFI6P,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NR0K7aQWKPtEFI6P%2F1%2F17721.aac?alt=media&token=0eb6d7cd-5f67-4d29-94de-8a4855a52d49,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NR0K7aQWKPtEFI6P%2F1%2F12795.aac?alt=media&token=800362a6-8de2-4a6d-9865-69e5e35fc14c,resposta
-MC4NR0K7aQWKPtEFI6P,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NR0K7aQWKPtEFI6P%2F2%2F12795.aac?alt=media&token=ae40c7be-0eb8-4b31-9472-48fada7f67d1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NR0K7aQWKPtEFI6P%2F2%2F17721.aac?alt=media&token=816dfbc3-2a87-452e-ab1a-039902d25842,resposta
-MC4NRGtid5tWqbBEImF,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NRGtid5tWqbBEImF%2F1%2F16149.aac?alt=media&token=85511c95-fc2a-4763-a5cd-76c9b5326576,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NRGtid5tWqbBEImF%2F1%2F992.aac?alt=media&token=6de97ceb-91a0-4aa3-8409-aa14edd2f111,ataque
-MC4NRGtid5tWqbBEImF,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NRGtid5tWqbBEImF%2F2%2F992.aac?alt=media&token=87e0f38d-00a7-48f1-8038-d438188c41c6,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NRGtid5tWqbBEImF%2F2%2F16149.aac?alt=media&token=3776e7eb-70ae-4468-a4d0-81ff0821ac31,ataque
-MC4NRGtid5tWqbBEImF,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NRGtid5tWqbBEImF%2F3%2F992.aac?alt=media&token=ff13d2d2-5e09-4839-af5e-1e647d864101,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4NRGtid5tWqbBEImF%2F3%2F16149.aac?alt=media&token=92a400c0-76e8-4acd-91e5-605516539f20,ataque
-MC4Nd89pjFImuhY9Zcs,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Nd89pjFImuhY9Zcs%2F1%2F17751.aac?alt=media&token=0b1b7cd4-fec6-4385-8513-d9a9ba86fe4b,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Nd89pjFImuhY9Zcs%2F1%2F9718.aac?alt=media&token=cf23ebfb-94ab-423a-866d-9bca8100aef9,ataque
-MC4Nd89pjFImuhY9Zcs,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Nd89pjFImuhY9Zcs%2F2%2F9718.aac?alt=media&token=6d68ec7e-9d86-4164-919a-863ce623b8ad,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Nd89pjFImuhY9Zcs%2F2%2F17751.aac?alt=media&token=ddcfc11d-145e-4fd8-ad4e-5c1e0e5834ff,resposta
