Token,Round,Ataque,Resposta,Resultado,Ataque_text,Resposta_text
-MC4KmKdFLS5X922VYVo,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4KmKdFLS5X922VYVo%2F2%2F14279.aac?alt=media&token=c98f2215-d742-4842-a80f-282af8b54a51,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4KmKdFLS5X922VYVo%2F2%2F13448.aac?alt=media&token=fdf2a667-7c66-4640-b085-0db2cea2d972,resposta,E amanhã tá ligado o meu parceiro tu não é o Aladin vou pegar a lâmpada do gênio para tu tá melhor do que tá ligado meu parceiro eu me perdi mas é que eu vou dar a revira-volta Nesse fim tá ligado meu parceiro eu sou Mc JV tio que te deixou para trás e nesse freestyle tá ligado eu sou bravo nesse time aí tá ligado eu sou artilheiro em dobro,Ok mas só que esse cara aqui mano agora que eu chego você meu amor só que eu comecei tá ficando como zumbi você falou é de Campo eu não entendi pivete para que esse cara aqui é mongol zumbi e você tem papo é de futebol só que esse cara é muito ruim agora que é sequer porta só que eu sou moleque É mano é privada é porque eu sou é uma bosta mas agora que eu cheguei agora eu vou chegar se arrumando aí você fala de Campos ocorre na mão decorada mas agora que eu chego mano você é ignorante só que para mim você é facão eu passo em que você fez os atacante
-MC4KmKdFLS5X922VYVo,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4KmKdFLS5X922VYVo%2F3%2F13448.aac?alt=media&token=63274d64-afea-4bb0-9d54-cbb5b5ac31c7,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4KmKdFLS5X922VYVo%2F3%2F14279.aac?alt=media&token=a6c67c7d-7ab7-4bd8-a083-5ee28032f8a4,resposta,é maior furacão Então ela vamos aqui no rima E por que você é rima é travado assim então agora por favor você vai para casa do c****** só que hoje você perdeu e você não deu trabalho aí mano cadê você eu vim aqui só que o JV Hoje ele perde para o ladinho é mais ele tá bom que você aqui no bate que ia nem devendo você fala de gênio gênio tá é na minha mente então melhor mano você falar com a Tim não é feia é que o Seu Talento enterrado na areia mano minha mente que é de primeira tá tipo deserto não tem nada somente a poeira,falo nada com nada meu irmão minha rima é pura pura pura pura improvisação minha levada venenosa e assassina tá ligado meu parceiro tá ligado meu parceiro seja experimento Aladim volta para lâmpada com cimento tá ligado meu parceiro tipo um meio de campo do Real tá ligado meu parceiro tem entendimento que vai votar em mim porque eu vou te destruir
-MC4Kx_jo5bfxtkVgfFc,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Kx_jo5bfxtkVgfFc%2F1%2F17598.aac?alt=media&token=4272097f-78c5-40be-bb3e-5514127f2011,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Kx_jo5bfxtkVgfFc%2F1%2F2529.aac?alt=media&token=259eab4c-5c3f-46e6-98c8-2f8458612389,resposta,E aí mano vai perder tempo agora na rima se liga que tu não é bom perder o dom tá ligado parceiro quer ficar aqui eu já mando o som que já mandou só é ruim não ganha de mim se liga parceiro que você é vacilando não ganhar de mim se liga meu irmão agora eu vou mandando aqui na improvisação se é fraco demais não ganha nessa rima se liga parceiro não manda disciplina aqui não manda rima agora não muda o clima,aí meu amigo eu sou o Bolota o cara que vai derrotar com a derrota mais o molar eu vou vencer até não é o EDGE é de que vai perder o Bolota te ensina a rima e você no Rap só vai avacalhar não sabe nem para avisar então isso daqui e vai trabalhar tu nem sabe o que tá falando meu rap todo dia tô aqui mando para de pensar em mim não é verdadeiro aí eu mando para ti um conselho para dizimar me fala que é melhor você vazar bem aqui senão o bota vai ganhar mais uma vez
-MC4Kx_jo5bfxtkVgfFc,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Kx_jo5bfxtkVgfFc%2F2%2F2529.aac?alt=media&token=c5621ca9-934c-49c9-8cc2-b8fc7b2e8990,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Kx_jo5bfxtkVgfFc%2F2%2F17598.aac?alt=media&token=9d94fb0d-3554-49dc-9bdf-5eae3a77735f,resposta,Então vamos lá vamos estourar todo dia eu vim aqui só para poder ganhar mas eu sei que você é um Mc saco então não vem de ninguém principalmente mim então mas então vem você não é ninguém eu vou mandar do Speed Flow Eminem mas não Então Pode Ir para você o Pacman eu sou o Mário que acabar com você mas você não entende de videogame não meu rato é o que está aí na improvisação Mas você é um cachorro do celular cheio de você não vai para o combate,Você é fraco não sabe ter resposta por isso que agora deve que tu traz derrota então se liga mano aqui tem provisando então agora não vou estar aqui já tô mandando e disse que é o Mário mas aqui não tem o que se liga para ser os outros eu vim matar Deus aqui eu mato Deus e você não é ninguém por isso que agora o meu fichário Eu vou além você é a Mário mas agora na ali se liga para Mc agora no Mário aqui eu já vou para minha Você é fraco na rima não ganha a estrelinha não tem estrelinha
-MC4Kx_jo5bfxtkVgfFc,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Kx_jo5bfxtkVgfFc%2F3%2F2529.aac?alt=media&token=0a6511e5-3212-4504-bc14-8f3934a3fb5f,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4Kx_jo5bfxtkVgfFc%2F3%2F17598.aac?alt=media&token=a81e8190-fc44-4621-9db6-52919dc2c750,resposta,aí meu amigo fala de resposta mas você não consegue fazer um rap porque é i***** mas então pode quer você é baixo de zero então eu vou te chamar é de sub-zero Então pode ir que eu sou escorpião meu irmão O Lance lá corrente com a lâmina do Caos Então mas então eu mando o meu proceder é vamos ver se no Rap você vai responder Bolota meu amigo que ensina a rima eu não dou a resposta porque não dá nada para eu atacar Então pode crer então vamos lá vamos ver qual são as respostas,esse a Bolota aqui não tem ataque só tem derrota por isso na aqui só manda rima bosta por isso que eu vim para casa seu filho que se liga Parceiro aqui nunca ganha de mim então se liga mano que eu mando o aqui no improvisado bala de game na linda mas aqui é derrotada derrotado na rima Sociesc no pote Ligar para ser agora na rimerson Headshot Airsoft Tiro Certeiro se liga parceiro agora que substantivo Se liga meu mano que eu ganho primeiro na batalha aqui já fez o terceiro se liga para ser ou eu casei o seu filho não ganha de mim
-MC4L5QNt8s8Kq9MS6Nt,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4L5QNt8s8Kq9MS6Nt%2F1%2F17457.aac?alt=media&token=0dcbde89-fdae-449b-99e7-b4ccc2bdd5f0,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4L5QNt8s8Kq9MS6Nt%2F1%2F9766.aac?alt=media&token=f14f8389-b39b-4e49-b983-9b1c368f74dc,resposta,mandar uma olha Pega a visão olha só,aí Vitinho você vai ou não tá baixo que eu tiver comentar aí demorou tá ligado só disfarçam mano tá ligado Se liga meu mano tô indo agora manda na batalha te liga meu mano te ligando toda hora aqui na rua agora eu trato com carinho te ligando eu tô eu tô doidinho aqui ainda criancinha que tomar um leitinho tá ligado mano eu queria arrumar mas mano agora não teve nada a perguntar tá ligado mano esse bit que você não ela agora queria mandar uma rima mais fácil mas não tem resposta tá ligado tudo na batalha e se aumenta o volume aí na próxima sessão no rádio mano que eu quero que vá gastar meu mano não quer
-MC4L5QNt8s8Kq9MS6Nt,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4L5QNt8s8Kq9MS6Nt%2F2%2F9766.aac?alt=media&token=c943cb57-8760-484d-99e6-6f340aa9814d,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4L5QNt8s8Kq9MS6Nt%2F2%2F17457.aac?alt=media&token=68f9bc4d-5ec8-4fe6-9660-7117370cd8b7,ataque,aí vai coração tá ligado o Vitinho na batalha não deu para ver que tiro as coisas tá ligado aí meu mano é melhor ouvir no seu tá ligado eu tô tomando aqui no bizu mano prova que ele liga mas não faz mando aqui na situação tá ligado que agora mano mando uma sessão cinema aqui na parada Mas assim de terror assombração tá ligado mano aqui no espelho quando o filme hoje manda todo mundo nesse jeito eu falei só a maior m**** aí na batalha eu mando Mano eu tô te dando uma chance para você,escutar meu mano agora eu vou falar o segundo raud sou eu que vou ganhar em cima da Batalha em cima do Sol Olha só moleque tô na improvisação Pega a visão todo improvisado em cima do bit vou soltando o meu pai olha só o bit agora tá acabando pode ir para mulher que que dá que sai ganhando
-MC4LI5He_CEaqW4XBK7,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F1%2F17741.aac?alt=media&token=2cb95475-4faf-4f3a-90ab-02c2b6c84105,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F1%2F16874.aac?alt=media&token=dbe13320-25a4-48e9-adfb-bbb2f30ab603,resposta,estratificação Paulinho OK Tá ligado mano que o que representou a rua parece você tá no espaço Ei mas vou te mandar aqui vai ser para lua Ei tá ligado Aquele é meu mano aqui vou afundar Ei quando eu não sou daqui porque eu ia eu e muito de outro mundo até ligado meio-dia mas tá valendo aí aqui você tá fedendo tá ligado que eu vou improvisando eu te mato até gaguejando,eu não vou mandar de na improvisada satisfação falha Só você para tudo embolado mano você sabe eu faço novo olha só eu faço ao contrário de você mano você sabe qual é a sua mão você é muito ruim você sabe mas o seu dialeto enquanto você tá pensando algo hoje a sua universo Mas você sabe que eu faça rima é boa Eu encaixo no eu faço a médica mano você sabia agora sua cabeça fica paraplégica mano você sabe que eu vou bater hoje para mim vai perder
-MC4LI5He_CEaqW4XBK7,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F2%2F16874.aac?alt=media&token=7c4c223c-1c75-4940-8312-49732c9dc6e3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F2%2F17741.aac?alt=media&token=f59e1ee9-5708-4dc5-a030-e075b9903f5a,resposta,Patati Patatá Não mano você sabe você sabe atalhando comigo só que do Looney Tunes você é o gaguinho mano pensava que ela mandou a real você paga avisando não encaixa no seu mental agora eu te mato você virar animal Mas você sabe que eu mando a minha rima vira animal ouvir uma galinha na net mas com satisfação Você sabe que eu faço de coração tudo pela costura Tamo junto irmão,satisfação para Aline amorzão quebrou agora tá ligado mano você não disse para fazer falou de universo se pede para Mônica eu vou ser o rei da galáxia Ei tá ligado Aquele Mano estou aqui no proceder é hoje que eu vou matar esse tal de pai eu não sei tá tudo bem Tá ligado né mano mas não tinha mais seu perante a minha levaram Ei manda uma agora perceber que você não me manda nada eu falei isso não irmã nada sua mente é limitada
-MC4LI5He_CEaqW4XBK7,3,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F3%2F16874.aac?alt=media&token=9886e758-5e95-4df1-a172-a0022b9b750e,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LI5He_CEaqW4XBK7%2F3%2F17741.aac?alt=media&token=c251760d-0fc0-42d2-9cfe-834595ce4c00,resposta,ouvir você me mande no meu você sabe eu vou pagar só uma dica para você treinar mais não eu mando,satisfação humano depois dá muito trabalho beleza ok tá ligado aquele a mamãe quer que eu sou o gaguinho mas já que você é um saco para mim você é só um pato na hora que você sair logo mano eu sou só um pernilongo tá ligado mano que eu faço aqui no proceder eu o gaguinho enquanto passando para assinar esse mais e você aí tá ligado mano que raiva você só esculacho mano para mim você só uma pedra no seu sapato Ei você nem manda para ele me levar na sua casa
-MC4LOOKioa3Tvi0tI7X,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F1%2F17511.aac?alt=media&token=87eb5cc9-b48d-4abe-b66e-f7ecbfbd65e0,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F1%2F13445.aac?alt=media&token=f4bb875d-fb01-445a-b6e1-c206f777b0b7,ataque,vai cair sozinho se liga nesse meu papo aliado que eu te mando agora minha rima que tá ligado vou mandando aqui se ligar no frio meu parceiro tá ligado minha rima não tem filme desespero vou te mandar no sipat atacando e confidente mente te matando tá ligado o assassino cruel sem do seu cachorro já tá preparado de moleque de você eu tenho dó vai tomar sucão vai apanhar legal então você agora vai passar mal lá em cima tá ligado soco na tua cara tá ligada ligada,Ei mano eu vou passar mal começa a gemer se você não vem eu tô preparado para acabar com você não importa sua rima para tocar aqui para dentro e batalhar retornar por voltar vou lutar vou chegar preparado para acabar com a sua vida mas pode me chamar de assassino de aluguel para acabar com você você não aguenta então você vai ser humilhado pode me chamar de novo Hokage
-MC4LOOKioa3Tvi0tI7X,2,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F2%2F13445.aac?alt=media&token=c16f8727-44bb-4c0e-9576-0e1cd4542187,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LOOKioa3Tvi0tI7X%2F2%2F17511.aac?alt=media&token=0200bc03-4c88-46fd-aeb5-1f045d2cbe52,resposta,primeiro não desista porque eu tenho um rato eu tenho força de vontade mano tô mais conseguindo dormir quando vou chegando vou indo vou acabar com sua vida você não termina eu passo mal só de ver você arrumando peças mais baratas sem graça eu não retornei eu voltei já mano,truta eu vou falando então sua rima é uma bosta tá ligado parceiro não te mando a visão para com isso daí vou te matar você disse que ia roncar demais agora eu vou acabar tá vivendo nesse genjutsu achando que é bom tá ligado meu parceiro te digo que eu tenho dom tenho mais ódio que você isso eu vou te falar tô pronto para morrer como pronto para matar hoje você vai ficar e daqui ferido então mais um áudio para mim será agora então o juiz Decide aí ver corre mais que é mais cabível tá ligada dele tá meio horrível
-MC4LPL5KNcYRF-Qtlt-,1,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F1%2F4695.aac?alt=media&token=423e2e9f-9351-4a5e-b9ab-05dc767235a8,https://firebasestorage.googleapis.com/v0/b/rapapp-f4181.appspot.com/o/battles%2F-MC4LPL5KNcYRF-Qtlt-%2F1%2F16293.aac?alt=media&token=1afd757c-a563-48e6-8823-07864bd07dc7,ataque,tchau satisfação caiu para chegar em improvisar tá infelizmente no em cima desse bicho eu vou ter que te matar Porque mano essa é a minha função no improvisado não leve a mal mas hoje você vai sair para o trabalho então cala a boca mano que eu chego Tô tranquilo Cala a boca eu te mato eu sou homem e menino tipo Vingadores Ultimato e a Cala a boca mano eu te odiasse só eu te bato e não é Ultimato é tipo Efeito Dominó tá ligado mano,É isso aí meu mano já vi que tu curte o desenho parece uma criança eu calado até vai mas eu falando que já perdi a esperança tá ligado meu mano tô mandando aqui agora aqui é Dragon Ball Z mas não te falha na memória você é o Frida inimigo número um mas aqui você não passa de só mais um tá ligado meu mano que tu é cabasso eu venho aqui levantando o ferro e te dando um abraço
